"","log2_FC_1","-log10_pvalue_1","log2_FC_2","-log10_pvalue_2"
"4933411K20Rik",2.64614501030239,59.7135691234009,NA,NA
"5031426D15Rik",2.4100647748298,84.4743264076145,NA,NA
"5_3",2.52628181783106,143.378695447664,-2.52628181783106,143.378695447664
"5330417C22Rik",2.83360752302764,46.2468814052059,NA,NA
"5330434G04Rik",2.33499079417009,52.5527676195773,NA,NA
"5430417L22Rik",2.5216635167129,74.6712253896347,NA,NA
"5730409E04Rik",4.16199433981942,212.956723396543,NA,NA
"5730455P16Rik",2.46468026278082,173.517152149158,-2.46468026278082,173.517152149158
"5730522E02Rik",3.59102101579616,38.8737875873732,NA,NA
"6030419C18Rik",4.64858766644958,180.80714339431,NA,NA
"6030458C11Rik",2.3362844958894,72.5453913011296,NA,NA
"6_3",2.53410123406832,256.282176307286,-2.53410123406832,256.282176307286
"6330403A02Rik",5.42639133790518,162.409573837103,NA,NA
"6330403K07Rik",2.68052463631127,118.681025698483,NA,NA
"6330419J24Rik",3.8341347275067,70.7319371558112,NA,NA
"6430548M08Rik",3.57925773758061,137.360145942407,NA,NA
"6_9",3.82315906970043,230.279157965817,NA,NA
"9130024F11Rik",4.07018448985971,96.2336626529221,NA,NA
"9130401M01Rik",2.73889118008777,101.438794868293,NA,NA
"9330102E08Rik",2.87163015668718,36.1149434649361,NA,NA
"9330151L19Rik",3.04399594102563,64.1037964085067,NA,NA
"9330159F19Rik",2.06230432372597,125.388858349913,-2.06230432372597,125.388858349913
"9430023L20Rik",2.38590965657071,144.241909333211,-2.38590965657071,144.241909333211
"9530077C05Rik",2.42550131044174,36.6065186311684,NA,NA
"9630033F20Rik",2.97463749993174,42.64450188502,NA,NA
"9_9",2.72781285900504,102.645532166453,NA,NA
"A030009H04Rik",4.35784128121129,239.415981522701,NA,NA
"A230050P20Rik",2.9955851838455,122.264437196592,NA,NA
"A230057D06Rik",2.52738537578773,28.4854319131991,NA,NA
"A230070E04Rik",4.01752579654945,65.0637560390014,NA,NA
"A230073K19Rik",3.57025582053022,154.091132273242,NA,NA
"A330009N23Rik",3.69420446636222,38.0912450258838,NA,NA
"A330023F24Rik",3.23656079570552,122.061086639077,NA,NA
"A330076H08Rik",2.51856128446182,101.58088870519,NA,NA
"A330102I10Rik",3.11643746704527,60.9405534075436,NA,NA
"A430033K04Rik",2.37842859845645,33.3846790383188,NA,NA
"A630007B06Rik",2.06408992924869,35.2698427738308,NA,NA
"A730017C20Rik",4.2121007786468,132.469757626869,NA,NA
"A730098P11Rik",2.17074036989764,174.973503629932,-2.17074036989764,174.973503629932
"A830010M20Rik",3.36871392820953,233.049784903135,-3.36871392820953,233.049784903135
"A830018L16Rik",4.30425794804621,134.526213704585,NA,NA
"A830082N09Rik",3.43117006052843,53.7024924171108,NA,NA
"A930011O12Rik",3.79205178976037,206.211755707534,NA,NA
"Aagab",2.18008024173615,113.386462629794,-2.18008024173615,113.386462629794
"Aak1",3.55534735306601,291.707229170685,-3.55534735306601,291.707229170685
"Aars",2.07133494886496,130.409172491806,-2.07133494886496,130.409172491806
"Aarsd1",2.17819624372419,128.121633841315,-2.17819624372419,128.121633841315
"Abca3",2.35966271888213,139.093073827111,-2.35966271888213,139.093073827111
"Abcb6",2.56492144941726,53.9213847757733,NA,NA
"Abcc8",4.19396464454649,80.7062163324035,NA,NA
"Abcf2",2.00084301626547,95.3490838163198,-2.00084301626547,95.3490838163198
"Abcg4",4.26201224604431,108.103794736813,NA,NA
"Abhd12",2.38510041183244,185.935449979663,-2.38510041183244,185.935449979663
"Abhd13",2.29280312758877,73.5760642344448,NA,NA
"Abhd17c",2.59309865475585,80.542730722397,NA,NA
"Abhd6",2.06219339283663,154.009626244984,-2.06219339283663,154.009626244984
"Abhd8",4.01978033826473,128.868347019154,NA,NA
"Abi1",2.26234425536092,154.198998812562,-2.26234425536092,154.198998812562
"Abi2",2.60052151905675,282.908963822372,-2.60052151905675,282.908963822372
"Abl2",2.48961633291198,122.029770232594,-2.48961633291198,122.029770232594
"Abr",2.75172121707654,255.505769900404,-2.75172121707654,255.505769900404
"Abracl",2.74499074987554,94.4874446525162,NA,NA
"Acap3",2.65501169850195,132.07998420339,NA,NA
"Acbd4",2.6581352116547,56.6435949697867,NA,NA
"Acbd6",2.79771949184675,94.8170735950363,NA,NA
"Acd",2.07193826656894,65.0651831277396,NA,NA
"Ache",5.11780397914449,79.4148411342665,NA,NA
"Acpl2",3.18624503524637,34.164771509617,NA,NA
"Acsl4",2.6351385254977,125.691272997723,-2.6351385254977,125.691272997723
"Acsl5",3.23009636051545,113.167798458543,NA,NA
"Acta1",4.9230231568581,102.782061744332,NA,NA
"Actl6b",3.71245617091844,134.38619255861,NA,NA
"Actn1",2.02184621244398,69.1363864431442,-2.02184621244398,69.1363864431442
"Actr1b",2.65555103495833,115.985809850328,NA,NA
"Actr2",2.69156596391909,217.571063829595,-2.69156596391909,217.571063829595
"Actr3",2.60589722906847,169.070439523089,-2.60589722906847,169.070439523089
"Actr3b",4.39821963872714,132.933684900667,NA,NA
"Actr8",2.07775457347234,70.2186790515167,NA,NA
"Acvr1c",3.49543978203993,37.1862825613194,NA,NA
"Acvr2a",2.82373727900358,76.3397281800262,NA,NA
"Adam11",3.50904808958895,222.223491587006,NA,NA
"Adam22",2.79964266168037,222.630851891805,-2.79964266168037,222.630851891805
"Adam23",3.69246102803417,208.161392361672,NA,NA
"Adamts3",2.5463432005859,33.9238459370055,NA,NA
"Adar",3.06734081017931,129.66331972376,NA,NA
"Adarb1",3.42247195500851,67.9999776432888,NA,NA
"Adc",4.11870229489013,42.2515613547012,NA,NA
"Adck3",3.05875219518737,94.5891925378749,NA,NA
"Adck4",2.03689112141638,39.9493212248237,NA,NA
"Adcy1",4.02934091608833,180.556636012006,-4.02934091608833,180.556636012006
"Adcy2",2.28471719320463,93.4437376145013,-2.28471719320463,93.4437376145013
"Adcy3",4.224719183061,129.325125128234,NA,NA
"Adcy8",3.6024545377779,60.7702223173895,NA,NA
"Adcy9",3.7887898625591,170.687689339475,NA,NA
"Add2",3.77220697836349,242.444138403805,-3.77220697836349,242.444138403805
"Adora1",2.17887138040408,145.234735711349,-2.17887138040408,145.234735711349
"Adra2c",7.08461229913235,83.9651317809654,NA,NA
"Adrb1",2.61011978111726,81.9661502370643,NA,NA
"Adrbk1",2.27937486319165,84.0521133505778,NA,NA
"Adss",2.66813255748949,139.635345181047,NA,NA
"Aen",2.30701908772327,44.324291748352,NA,NA
"AF357359",5.6807839505999,86.9726049598411,NA,NA
"AF357425",6.07310137337866,100.673341777284,NA,NA
"Aff3",2.94231945236028,58.4700802371193,NA,NA
"Afg3l2",2.69832645499741,108.520179979377,NA,NA
"Aftph",2.00131384653804,104.847669737934,-2.00131384653804,104.847669737934
"Agap2",3.8386901308523,272.38032403255,NA,NA
"Agap3",3.26663090005515,272.412626452339,-3.26663090005515,272.412626452339
"Agfg2",2.64490917010545,80.9214187222843,NA,NA
"Aggf1",2.11818012177232,79.8225197430933,NA,NA
"Agk",2.71410402379993,93.4911565892241,NA,NA
"Ago2",2.24617761099717,56.9759809962045,NA,NA
"Agpat1",2.09605694386676,134.62602262986,-2.09605694386676,134.62602262986
"Agtpbp1",3.07533452849937,225.260589540139,-3.07533452849937,225.260589540139
"Ahdc1",2.20697876733686,48.7562878456992,NA,NA
"Ahi1",2.97293822106873,294.003143021648,-2.97293822106873,294.003143021648
"AI414108",2.81068112617813,112.649472589686,NA,NA
"AI504432",3.23123249001968,44.0042094487107,NA,NA
"AI593442",4.33422683159404,176.041417896495,NA,NA
"AI836003",3.93706099025839,44.5726264262239,NA,NA
"AI837181",2.7617112857205,124.969031345274,NA,NA
"AI854517",2.09429162417509,39.0082010791929,NA,NA
"AI854703",4.15363608499952,63.1225926349393,NA,NA
"Aida",2.04528933285185,42.82535921986,NA,NA
"Ajap1",4.91029964923746,182.184186582132,NA,NA
"Ak1",2.71322929204398,128.856182021594,NA,NA
"AK129341",2.79898335092091,41.2963239617504,NA,NA
"Ak4",2.88027365161221,74.2906903132786,NA,NA
"Ak5",5.97440133922153,146.12356373461,NA,NA
"Akap11",2.84434881567098,244.321818771254,-2.84434881567098,244.321818771254
"Akap5",4.54958583010768,185.117113560866,NA,NA
"Akap6",3.22181110902476,263.577236484424,-3.22181110902476,263.577236484424
"Akap7",2.09334664347941,41.0846832296506,NA,NA
"Akirin2",2.34361365625455,113.806612807936,-2.34361365625455,113.806612807936
"Akt3",2.89328286732795,111.461501998522,NA,NA
"Alcam",3.20348261984442,93.1639302408228,-3.20348261984442,93.1639302408228
"Aldh18a1",2.72242434000968,33.6729396716554,NA,NA
"Aldh1b1",4.53550672034316,61.2449142296198,NA,NA
"Aldoa",3.14398352500111,Inf,-3.14398352500111,Inf
"Aldoart1",3.21253539694008,169.727127368267,NA,NA
"Aldoart2",3.34487021413421,162.880731045754,NA,NA
"Alg2",3.17007955129354,123.327267676038,NA,NA
"Alkbh8",2.63975668233985,57.479412203512,NA,NA
"Amacr",2.35209848953723,31.9960821253743,NA,NA
"Amer3",4.98371108355721,57.9421249664064,NA,NA
"Amigo1",3.51324119346746,124.678857282469,NA,NA
"Ampd2",2.27576547682483,60.9510765472286,NA,NA
"Amph",2.51167942814028,230.77759271114,-2.51167942814028,230.77759271114
"Amz2",2.04337858921313,69.532433569596,NA,NA
"Angel2",2.08432433343674,98.8335719574137,-2.08432433343674,98.8335719574137
"Angptl6",2.14384062716503,34.8077468767756,NA,NA
"Ank2",2.01610436406128,191.995340067175,-2.01610436406128,191.995340067175
"Ankmy2",3.01826830559357,120.810306684013,NA,NA
"Ankrd12",2.31523243300697,225.104052262701,-2.31523243300697,225.104052262701
"Ankrd13d",3.45147415698352,109.79887129671,NA,NA
"Ankrd24",2.1859991646251,77.7457933760166,NA,NA
"Ankrd29",2.83890275918404,45.9472301028116,NA,NA
"Ankrd33b",3.55526597097626,83.5438216957575,NA,NA
"Ankrd34a",4.68885123186802,118.17751470913,NA,NA
"Ankrd45",4.18378891900612,92.6084653292445,NA,NA
"Ankrd6",2.61423616165881,26.062177598409,NA,NA
"Ankrd63",5.35354916340595,68.8517702490362,NA,NA
"Anln",-2.05434793508577,38.1340737307642,2.05434793508577,38.1340737307642
"Ano3",3.93173548453659,116.165618595787,NA,NA
"Ano8",2.28909484201299,21.8993620603212,NA,NA
"Anxa7",2.64222856283349,116.842487998297,NA,NA
"Ap1ar",3.24492275378418,89.1256660201949,NA,NA
"Ap1b1",2.67783149662802,156.508046637278,-2.67783149662802,156.508046637278
"Ap1g1",2.12885916765349,108.544475845992,-2.12885916765349,108.544475845992
"Ap1s1",2.97793940774677,193.352014540151,-2.97793940774677,193.352014540151
"Ap2a2",3.04226627072258,242.600206753122,-3.04226627072258,242.600206753122
"Ap2b1",3.19732775911875,215.274194336045,-3.19732775911875,215.274194336045
"Ap2m1",3.08528110315007,209.971879641197,-3.08528110315007,209.971879641197
"Ap2s1",2.40554926970489,140.490248677241,-2.40554926970489,140.490248677241
"Ap3b2",3.10879245791321,232.209838606533,-3.10879245791321,232.209838606533
"Ap3m2",3.22969829081908,192.968560041578,NA,NA
"Ap3s1",3.07581347137629,140.094551802197,NA,NA
"Ap4s1",2.46479002802084,94.2209779441935,NA,NA
"Apba1",2.75391071248649,85.0013499645147,NA,NA
"Apba2",3.26466856310871,243.794878764076,-3.26466856310871,243.794878764076
"Apbb3",2.34438629438636,60.7890061908583,NA,NA
"Apc2",2.35926130643983,77.3728080820971,NA,NA
"Apex1",2.95394394019416,166.086017128957,-2.95394394019416,166.086017128957
"Apmap",2.08622739916906,87.2476687476321,-2.08622739916906,87.2476687476321
"Apod",-3.13171582630311,81.6074202472072,3.13171582630311,81.6074202472072
"Apoe",-2.07495530464669,25.0817667021221,2.07495530464669,25.0817667021221
"Apoo",2.80040387019415,55.778956584899,NA,NA
"Apoo-ps",2.34898430517318,107.295313401267,-2.34898430517318,107.295313401267
"Appl1",2.14632322789056,187.960442971792,-2.14632322789056,187.960442971792
"Aprt",2.09348789432651,90.6956888055524,-2.09348789432651,90.6956888055524
"Ar",5.53326824814716,51.3379799547173,NA,NA
"Araf",2.34784825780193,222.655575056416,-2.34784825780193,222.655575056416
"Arel1",2.17691179217887,125.124810820184,-2.17691179217887,125.124810820184
"Arf1",2.42244743778733,267.240828707022,-2.42244743778733,267.240828707022
"Arf3",4.09228544072245,Inf,-4.09228544072245,Inf
"Arf5",3.07155580231868,206.457397994866,-3.07155580231868,206.457397994866
"Arfgap1",2.13770862094313,111.108551606063,-2.13770862094313,111.108551606063
"Arfip2",2.16122322039466,46.9089494265931,NA,NA
"Arhgap1",2.37318687642202,109.033210170759,NA,NA
"Arhgap12",2.85057275236867,122.126530696558,-2.85057275236867,122.126530696558
"Arhgap15",3.38589598076399,51.1530502592827,NA,NA
"Arhgap20",3.14938424262032,105.153884280759,NA,NA
"Arhgap21",2.07562040882149,99.7462110018632,-2.07562040882149,99.7462110018632
"Arhgap26",2.85716941530372,97.1153067032989,NA,NA
"Arhgap32",2.46154901749096,209.597576111147,-2.46154901749096,209.597576111147
"Arhgap33",2.09109461893081,67.3155520048596,NA,NA
"Arhgap39",2.27137386216004,57.0387330474362,NA,NA
"Arhgap44",4.44913660705788,167.251967597661,NA,NA
"Arhgdig",4.90532318487249,145.64956081873,NA,NA
"Arhgef11",2.54872160618622,90.5463450903176,NA,NA
"Arhgef17",2.77477862795867,105.277872712383,NA,NA
"Arhgef18",2.23640098810864,62.7828899814376,NA,NA
"Arhgef25",3.91919516852865,223.146977328124,NA,NA
"Arhgef3",2.89562711385155,105.673590549452,NA,NA
"Arhgef4",3.5057321657862,156.802646804134,NA,NA
"Arhgef7",2.50249819638846,148.088066720588,-2.50249819638846,148.088066720588
"Arhgef9",3.26605096629306,184.852263694831,-3.26605096629306,184.852263694831
"Arid1b",2.4937450967718,140.723169063458,-2.4937450967718,140.723169063458
"Arl15",3.29216963228102,117.398597932845,NA,NA
"Arl3",2.2150647077665,68.7400046119312,NA,NA
"Arl4c",2.80788482834887,31.0909847880734,NA,NA
"Arl6ip4",2.39695083177366,112.908696136597,NA,NA
"Arl8b",2.17251863733121,221.18602425114,-2.17251863733121,221.18602425114
"Armc6",2.02801817036709,38.0851058884116,NA,NA
"Armc8",2.45147415698352,165.406752136853,-2.45147415698352,165.406752136853
"Armc9",3.31963685387792,103.266845401871,NA,NA
"Armcx1",2.71039763577315,176.327477730564,-2.71039763577315,176.327477730564
"Armcx2",3.11042015683835,127.516697448162,NA,NA
"Armcx3",2.45360110666776,183.742174521768,-2.45360110666775,183.742174521768
"Armcx4",3.37988955558473,138.915325344104,NA,NA
"Armcx5",2.35530932157115,149.074367892475,-2.35530932157115,149.074367892475
"Arnt2",2.78769011147585,145.892348760438,-2.78769011147585,145.892348760438
"Arntl",2.7908804857739,80.1199682226123,NA,NA
"Arpc1b",-3.01110100695069,86.1423360303085,3.01110100695069,86.1423360303085
"Arpc2",3.08805433103557,206.868901260061,-3.08805433103557,206.868901260061
"Arpc3",2.40342507004552,93.1094828238057,NA,NA
"Arpc4",2.36755396123246,143.648286268739,-2.36755396123246,143.648286268739
"Arpc5",2.19088167871391,165.31874226715,-2.19088167871391,165.31874226715
"Arpc5l",2.64892607174416,178.828667550139,-2.64892607174416,178.828667550139
"Arpp21",2.83137948665397,150.17199253394,-2.83137948665397,150.17199253394
"Arrb1",2.58317315397348,85.0296412855342,NA,NA
"Arrb2",2.03906231655839,65.3289533092482,NA,NA
"Arx",3.14347360046037,28.5587791562911,NA,NA
"Arxes1",2.71647363020325,136.784051455872,-2.71647363020325,136.784051455872
"Arxes2",2.32614789965657,129.263438201247,-2.32614789965657,129.263438201247
"Asap1",2.49812495112068,127.445115128276,-2.49812495112068,127.445115128276
"Asap2",2.98952841015252,98.145359928798,NA,NA
"Asb13",2.47272670621211,81.9504348289175,NA,NA
"Ash1l",2.45488133943156,228.903956796583,-2.45488133943156,228.903956796583
"Asic1",3.58778240722607,57.2490728688827,NA,NA
"Asic2",3.83101857717033,139.089071428787,NA,NA
"Asns",4.08464835253768,231.631100108652,NA,NA
"Asph",2.5885088397897,113.563235655355,-2.5885088397897,113.563235655355
"Asphd1",4.76495723928411,75.6212042414279,NA,NA
"Asphd2",2.97168616938471,129.42355932025,NA,NA
"Astn1",3.84279803078459,219.248976397792,NA,NA
"Atcay",3.5009154718544,207.203346528029,NA,NA
"Atf2",2.24342970985538,149.578683397979,-2.24342970985538,149.578683397979
"Atg12",2.07447654748039,107.342556387637,-2.07447654748039,107.342556387637
"Atg16l1",2.51208099515162,118.754190692649,NA,NA
"Atl1",3.71273727436159,Inf,-3.71273727436159,Inf
"Atmin",2.70467779759173,93.7762966637102,NA,NA
"Atn1",2.18219940578107,45.1466478336574,NA,NA
"Atp13a1",2.11355495851215,73.2260142126023,NA,NA
"Atp13a2",2.94266506280258,162.729262541632,-2.94266506280258,162.729262541632
"Atp1a3",5.54983622676098,Inf,-5.54983622676098,Inf
"Atp1b1",4.78363923279957,Inf,-4.78363923279957,Inf
"Atp2a2",2.75045766958899,279.81655715894,-2.75045766958899,279.81655715894
"Atp2b1",3.67338964574355,207.902950993396,-3.67338964574355,207.902950993396
"Atp2b2",3.44397430662192,204.72917278837,-3.44397430662192,204.72917278837
"Atp2b3",3.89502347575032,142.903070642954,NA,NA
"Atp2b4",2.35657147076898,53.0109961323879,-2.35657147076898,53.0109961323879
"Atp5a1",2.3291787352512,299.02156491304,-2.3291787352512,299.02156491304
"Atp5b",2.58746756004723,274.535726644595,-2.58746756004723,274.535726644595
"Atp5d",2.25027969213576,188.103492804238,-2.25027969213576,188.103492804238
"Atp5g1",2.59371892223542,185.553913297034,-2.59371892223542,185.553913297034
"Atp5g3",2.08914159526653,220.560081059321,-2.08914159526653,220.560081059321
"Atp5sl",2.35228489628739,63.0229871954761,NA,NA
"Atp6ap1l",4.30399882006331,29.6613195643641,NA,NA
"Atp6ap2",2.11691099837613,210.881776247405,-2.11691099837613,210.881776247405
"Atp6v0a1",2.94262817758916,199.732763370531,-2.94262817758916,199.732763370531
"Atp6v0c-ps2",3.291100022117,Inf,-3.291100022117,Inf
"Atp6v0d1",3.0367294658567,232.469538685961,-3.0367294658567,232.469538685961
"Atp6v0e2",2.75765512846509,277.609155861986,-2.75765512846509,277.609155861986
"Atp6v1a",2.86414127618707,Inf,-2.86414127618707,Inf
"Atp6v1b2",3.78611112367205,316.366837683594,-3.78611112367205,316.366837683594
"Atp6v1c1",3.19867946453332,316.1027620797,-3.19867946453332,316.1027620797
"Atp6v1d",3.05775929000345,Inf,-3.05775929000345,Inf
"Atp6v1e1",2.50831210077436,302.211120755935,-2.50831210077436,302.211120755935
"Atp6v1g2",5.61300838351424,Inf,NA,NA
"Atp6v1h",2.46783150058736,262.336027184977,-2.46783150058736,262.336027184977
"Atp8b2",2.28689607221223,73.346939324283,NA,NA
"Atpaf1",2.24782454332379,43.7838219170746,NA,NA
"Atpif1",2.8723717797858,278.156656761753,-2.8723717797858,278.156656761753
"Atrnl1",3.39765521784178,99.7142682346102,NA,NA
"Atxn1",3.51210475097381,152.804513296373,NA,NA
"Atxn10",3.1672326026618,277.559462456982,-3.1672326026618,277.559462456982
"Atxn7l1_loc1",2.28327136541611,29.7745367957459,NA,NA
"Atxn7l3",2.20481230332036,108.033155553436,-2.20481230332036,108.033155553436
"Avpi1",2.82716180411673,73.6862556981357,NA,NA
"AW209491",2.74840277433547,92.7884940694791,NA,NA
"Azi1",2.29168500692981,26.8219938721194,NA,NA
"Azi2",2.43513079065067,107.606422282475,NA,NA
"B230209E15Rik",3.95754949660046,146.56348808784,NA,NA
"B230216N24Rik",2.92839331516252,30.6059746646375,NA,NA
"B230217C12Rik",4.16287992924314,160.498255924093,NA,NA
"B3galnt1",3.38922580871754,170.95454456726,NA,NA
"B3galt1",2.69688855093343,103.87545925308,NA,NA
"B3galt2",4.16297394957885,192.089879181894,NA,NA
"B3galt6",2.45449113476305,32.1063917432251,NA,NA
"B3gat1",2.83315632832783,154.414793594254,-2.83315632832783,154.414793594254
"B3gat3",2.96874597241038,134.188779587912,NA,NA
"B3gnt1",2.07328828834525,181.185131955494,-2.07328828834525,181.185131955494
"B4galnt1",3.97950129054707,159.802988082259,NA,NA
"B4galnt4",4.97324046705636,118.016417181399,NA,NA
"B4galt2",2.97764508285785,78.6329642815297,NA,NA
"B4galt3",2.1487703298277,119.965595609244,-2.1487703298277,119.965595609244
"B4galt5",2.80577269540803,104.148893550845,NA,NA
"B4galt6",3.85899028173257,216.112825720186,NA,NA
"B630019K06Rik",2.97053569480947,60.1703347040526,NA,NA
"B930041F14Rik",2.57766667766693,47.945154727842,NA,NA
"B9d2",3.01338195023355,41.923967276305,NA,NA
"Babam1",2.71238448242724,121.541469782647,NA,NA
"Bag1",2.27151339453994,84.4580979005768,NA,NA
"Bag4",3.12034192150119,136.350184464113,NA,NA
"Bag5",2.01890964592016,75.5023595791809,-2.01890964592016,75.5023595791809
"Bag6",2.34877243456924,112.359440037129,-2.34877243456924,112.359440037129
"Bahd1",2.83676786392097,83.2436033982969,NA,NA
"Bai1",2.86257984892205,239.149359382863,-2.86257984892205,239.149359382863
"Bai2",3.03226358022548,234.100951256797,-3.03226358022548,234.100951256797
"Bai3",3.89477362056975,197.65002179172,NA,NA
"Baiap2",3.94044362965304,228.956585197372,-3.94044362965304,228.956585197372
"Banp",2.082589573449,59.9795377426336,NA,NA
"Bap1",2.56113991159296,147.907650742865,-2.56113991159296,147.907650742865
"Basp1",4.5862586509205,312.413358146363,-4.5862586509205,312.413358146363
"Bbs1",2.6165379727719,53.1643687111042,NA,NA
"Bbs4",3.03132910378995,178.993431726469,NA,NA
"Bbs5",2.72683547060219,105.158762431633,NA,NA
"Bbs7",2.10343634395986,51.8567639342256,NA,NA
"BC005764",3.80077613056027,64.7264270155769,NA,NA
"BC018242",4.54635899839083,220.079797929266,NA,NA
"BC030336",2.8521242941737,137.313267913807,NA,NA
"BC030500",6.51976398379742,80.3741952856016,NA,NA
"BC037034",3.16488999519098,68.1304859132042,NA,NA
"BC048507",2.92659694668205,71.885500977073,NA,NA
"BC048546",4.44654528641534,37.4482022723056,NA,NA
"BC056474",2.13441019314587,60.1126513295412,NA,NA
"BC068157",4.70521745908464,87.3275942677522,NA,NA
"Bcap29",2.03207410511861,54.0586988369895,NA,NA
"Bcat1",2.23482370325275,65.8481984654968,NA,NA
"Bckdhb",2.27807608231239,48.973380651154,NA,NA
"Bcl11a",4.50703867734904,299.545584862407,NA,NA
"Bcl11b",5.31263739652015,193.712944545095,NA,NA
"Bcl2l13",2.2255290034813,68.464319708667,NA,NA
"Bcl2l2",2.22152207362874,94.7897247849145,-2.22152207362874,94.7897247849145
"Bcl6",2.06097275654781,46.4821856911235,NA,NA
"Bcl7a",2.50493411520048,117.940003635372,NA,NA
"Bcr",3.22656760745337,154.587416858933,NA,NA
"Bcs1l",2.06033236516012,67.096669568018,NA,NA
"Bdnf",5.30230442968239,109.76095353558,NA,NA
"Becn1",2.24042536129707,126.862769721566,-2.24042536129707,126.862769721566
"Begain",2.53826369435561,65.442542013633,NA,NA
"Bend5",2.447658183317,38.1746902569975,NA,NA
