index	cell_name	cell_cluster	umap1	umap2
1	1772058171_G11	1_oligodendrocytes	4.33523877520645	-7.94352448738808
1	1772058171_H02	1_oligodendrocytes	6.59528710004779	-7.54104033646294
1	1772058171_H07	1_oligodendrocytes	8.52251140553172	-5.62448250381546
1	1772058177_A01	1_oligodendrocytes	6.05964465972684	-8.162664936472
1	1772058177_A02	1_oligodendrocytes	9.29865293212169	-8.3117412820567
1	1772058177_A03	1_oligodendrocytes	2.04201882949376	-3.46347975546806
1	1772058177_A06	1_oligodendrocytes	3.8495085314975	-7.17365019614875
1	1772058177_B04	1_oligodendrocytes	6.15085940493948	-7.61948789413213
1	1772058177_B05	1_oligodendrocytes	9.43811904506154	-8.15800959007616
1	1772058177_B06	1_oligodendrocytes	4.72718843142088	-7.9996819005423
1	1772058177_B09	1_oligodendrocytes	5.43143603278545	-8.43294323009667
1	1772058177_C01	1_oligodendrocytes	5.22752136338442	-8.42183704705628
1	1772058177_C02	1_oligodendrocytes	4.39956620191732	-4.76637115498668
1	1772058177_C06	1_oligodendrocytes	6.33475941650038	-7.49216814420361
1	1772058177_C12	1_oligodendrocytes	5.8605925789729	-1.13593304190532
1	1772058177_D02	1_oligodendrocytes	9.67313291629965	-7.96731567309896
1	1772058177_D03	1_oligodendrocytes	3.05676964364652	-6.00306421472153
1	1772058177_D05	1_oligodendrocytes	9.32053737037437	-8.23605496898152
1	1772058177_D06	1_oligodendrocytes	8.60810710601132	2.3553314467106
1	1772058177_D08	1_oligodendrocytes	9.34242742186403	-7.98655813335409
1	1772058177_D09	1_oligodendrocytes	3.70217608173593	-7.01820106346748
1	1772058177_D12	1_oligodendrocytes	6.01480577600246	-1.30622378228323
1	1772058177_E04	1_oligodendrocytes	4.2961484764026	-5.22270790587623
1	1772058177_E06	1_oligodendrocytes	5.32441279826357	-7.92497454538317
1	1772058177_E07	1_oligodendrocytes	5.93446072419639	-7.77759727185081
1	1772058177_E10	1_oligodendrocytes	4.02964585523974	-7.08919704568508
1	1772058177_E11	1_oligodendrocytes	3.60200107753596	-7.29601977235751
1	1772058177_E12	1_oligodendrocytes	6.62508695094185	-8.50830741732562
1	1772058177_F03	1_oligodendrocytes	9.84065329186968	-8.11575904274791
1	1772058177_F06	1_oligodendrocytes	4.89434366894742	-8.06214881828755
1	1772058177_F08	1_oligodendrocytes	4.56192819173167	-7.73912515590536
1	1772058177_G05	1_oligodendrocytes	1.41312430508176	-2.70267723378553
1	1772060224_A01	1_oligodendrocytes	5.93462256787482	-5.86171062808168
1	1772060224_A02	1_oligodendrocytes	6.58380095716498	-7.16187081386547
1	1772060224_A06	1_oligodendrocytes	1.45619602511559	-2.76454882104382
1	1772060224_A07	1_oligodendrocytes	6.1758318640647	-6.72923087897477
1	1772060224_A11	1_oligodendrocytes	4.52512518626957	-4.227422527726
1	1772060224_B03	1_oligodendrocytes	7.42291778300201	-7.67645655357794
1	1772060224_B04	1_oligodendrocytes	2.6707948377485	-5.95586285033258
1	1772060224_B05	1_oligodendrocytes	4.82172002221136	-5.41402080944993
1	1772060224_B08	1_oligodendrocytes	6.85136435821357	-8.97802941524692
1	1772060224_C04	1_oligodendrocytes	6.77690529097358	-7.58270962990706
1	1772060224_C08	1_oligodendrocytes	8.78291153504377	-4.5615933945014
1	1772060224_C10	1_oligodendrocytes	9.01534575626828	-8.39224529714072
1	1772060224_D01	1_oligodendrocytes	7.10040154367849	-8.37478424348723
1	1772060224_D03	1_oligodendrocytes	1.47759052618018	-2.66687925813837
1	1772060224_D10	1_oligodendrocytes	5.88666236466743	-6.64022830847678
1	1772060224_E09	1_oligodendrocytes	6.7690538929725	-8.43999493520708
1	1772060224_F03	1_oligodendrocytes	6.14232231384492	-5.12859622776834
1	1772060224_G06	1_oligodendrocytes	9.66738024528298	-8.19096397534824
1	1772060224_G07	1_oligodendrocytes	3.83054481630304	-4.79498163176236
1	1772060224_H04	1_oligodendrocytes	7.18298345847444	-8.39512650752772
1	1772060224_H05	1_oligodendrocytes	4.4768114726975	-4.11654413413944
1	1772060224_H11	1_oligodendrocytes	7.77666133783889	-5.41102455310279
1	1772060225_A05	1_oligodendrocytes	3.16880367906904	-6.76717587695468
1	1772060225_A07	1_oligodendrocytes	7.1734856119361	-8.96172829777445
1	1772060225_A11	1_oligodendrocytes	3.06085041178869	-6.89709058239227
1	1772060225_A12	1_oligodendrocytes	7.5478091337431	-8.79110966989841
1	1772060225_B06	1_oligodendrocytes	7.79552986387597	-6.13409976198604
1	1772060225_B07	1_oligodendrocytes	3.72636659532128	-5.32482737907299
1	1772060225_B12	1_oligodendrocytes	4.84644365006564	-4.61807649572028
1	1772060225_C02	1_oligodendrocytes	6.81071797756966	-7.32233399664683
1	1772060225_C04	1_oligodendrocytes	7.33691103129485	-8.81205132534333
1	1772060225_C05	1_oligodendrocytes	7.7081804309865	-8.10464584389162
1	1772060225_C07	1_oligodendrocytes	7.57627028286111	-6.56218809621658
1	1772060225_C11	1_oligodendrocytes	7.13544338328688	-8.44966812523854
1	1772060225_D06	1_oligodendrocytes	8.68856580230981	1.43998355585098
1	1772060225_D07	1_oligodendrocytes	7.56196767154861	-8.58127662193873
1	1772060225_D08	1_oligodendrocytes	7.47573041798013	-8.75613870688827
1	1772060225_D09	1_oligodendrocytes	7.51059569474932	-7.50544556540849
1	1772060225_D10	1_oligodendrocytes	3.28966311184884	-6.23937390419902
1	1772060225_D12	1_oligodendrocytes	6.34630060720924	-7.8288856699796
1	1772060225_E02	1_oligodendrocytes	7.45840465787135	-8.67233204644172
1	1772060225_E07	1_oligodendrocytes	3.62323987276583	-6.77843209593763
1	1772060225_E12	1_oligodendrocytes	5.72782991737391	-8.75247263857376
1	1772060225_F06	1_oligodendrocytes	3.87237166166876	-7.11579161072912
1	1772060225_F09	1_oligodendrocytes	8.18103797753856	-5.62204558787951
1	1772060225_F12	1_oligodendrocytes	1.85619661897936	-3.26800849644278
1	1772060225_G01	1_oligodendrocytes	7.73890173391853	0.655269494323586
1	1772060225_G04	1_oligodendrocytes	7.58039148594134	-8.59754490947696
1	1772060225_G06	1_oligodendrocytes	7.78588188533471	-5.4301691126432
1	1772060225_G07	1_oligodendrocytes	7.27380026461288	-6.63617136591369
1	1772060225_H10	1_oligodendrocytes	9.04358952203643	-5.07763642448443
1	1772060225_H11	1_oligodendrocytes	3.66279058921642	-6.80475857054571
1	1772060225_H12	1_oligodendrocytes	8.91681404842501	-5.36401950371307
1	1772060226_A01	1_oligodendrocytes	5.22930988533605	-8.25055078846161
1	1772060226_A06	1_oligodendrocytes	1.43164119107572	-2.78134817729783
1	1772060226_A07	1_oligodendrocytes	5.64508734364014	-8.45323006859333
1	1772060226_A08	1_oligodendrocytes	1.43324738618653	-2.74926753179581
1	1772060226_A10	1_oligodendrocytes	1.43043658873437	-2.70383726037194
1	1772060226_A11	1_oligodendrocytes	4.90638709149047	-7.9336054671386
1	1772060226_A12	1_oligodendrocytes	1.94406339925571	-3.38402035721484
1	1772060226_B02	1_oligodendrocytes	4.71240488150961	-4.68848832353035
1	1772060226_B03	1_oligodendrocytes	4.83024187730661	-8.1942992225089
1	1772060226_B04	1_oligodendrocytes	1.13665782199278	-5.4815021779565
1	1772060226_B07	1_oligodendrocytes	5.9114696623972	-8.73602267346
1	1772060226_B10	1_oligodendrocytes	4.3903696671725	-4.12519239025788
1	1772060226_B11	1_oligodendrocytes	6.87477706786785	-8.74214743060473
1	1772060226_B12	1_oligodendrocytes	7.6384444992349	-7.94132804312612
1	1772060226_C03	1_oligodendrocytes	5.81238910909051	-0.995357430020596
1	1772060226_C04	1_oligodendrocytes	6.00005746312104	-8.36826443563512
1	1772060226_C07	1_oligodendrocytes	5.29872721284391	-8.26260350658188
1	1772060226_D01	1_oligodendrocytes	6.17128103099448	-8.6416132184297
1	1772060226_D03	1_oligodendrocytes	4.41576785582177	-4.30619859087174
1	1772060226_D04	1_oligodendrocytes	4.97169861615908	-8.11690603480927
1	1772060226_D06	1_oligodendrocytes	5.4968586086616	-8.14478098649898
1	1772060226_D11	1_oligodendrocytes	4.99138172259997	-5.02239470824686
1	1772060226_D12	1_oligodendrocytes	5.80639403169023	-8.29210782662243
1	1772060226_E05	1_oligodendrocytes	6.82764903504092	-9.06702956506347
1	1772060226_E10	1_oligodendrocytes	4.77557081964915	-7.77670358464842
1	1772060226_E11	1_oligodendrocytes	9.77634997814979	-8.0481075856928
1	1772060226_E12	1_oligodendrocytes	6.72100658830028	-8.94568772025642
1	1772060226_F04	1_oligodendrocytes	1.2526195444653	-5.5061479258229
1	1772060226_F05	1_oligodendrocytes	3.46717205595195	-7.1222348537113
1	1772060226_F06	1_oligodendrocytes	5.40224181258059	-8.31232780218873
1	1772060226_F08	1_oligodendrocytes	0.633368202874987	-5.3925406376048
1	1772060226_F10	1_oligodendrocytes	3.70214943596629	-5.42554203973752
1	1772060226_G04	1_oligodendrocytes	8.95653199682722	1.73275212495249
1	1772060226_G05	1_oligodendrocytes	5.00613791927787	-7.88257602449958
1	1772060226_G06	1_oligodendrocytes	8.32282708857774	-5.91050198827628
1	1772060226_G10	1_oligodendrocytes	1.53850832622052	-2.87986411833466
1	1772060226_G11	1_oligodendrocytes	0.820341581763883	-5.42472878735179
1	1772060226_G12	1_oligodendrocytes	3.87310004400277	-5.17516636652682
1	1772060226_H01	1_oligodendrocytes	4.33840217583724	-5.23853491254202
1	1772060226_H04	1_oligodendrocytes	5.38194626706027	-5.75379693523929
1	1772060226_H10	1_oligodendrocytes	4.34055445932235	-6.01085616388342
1	1772060226_H11	1_oligodendrocytes	5.2860191776162	-5.93384263093067
1	1772060240_A10	1_oligodendrocytes	2.75117961880776	-5.90684660524412
1	1772060240_A12	1_oligodendrocytes	7.15012360375575	-7.03922781827802
1	1772060240_B12	1_oligodendrocytes	6.82814285086477	-6.58696740753518
1	1772060240_C04	1_oligodendrocytes	6.12871017303055	-5.10179626596737
1	1772060240_C09	1_oligodendrocytes	4.28266104563032	-6.10221137545111
1	1772060240_F02	1_oligodendrocytes	7.41147614181913	-6.20721980982402
1	1772060240_F04	1_oligodendrocytes	7.11302641954897	-6.12262765182598
1	1772060240_F06	1_oligodendrocytes	6.91211968908708	-5.91788933512806
1	1772060240_F10	1_oligodendrocytes	7.24043601402287	-6.48900758215762
1	1772060240_F11	1_oligodendrocytes	3.73942115051788	-6.61202220069159
1	1772060240_G10	1_oligodendrocytes	4.52796501823317	-4.47364507117367
1	1772060240_G11	1_oligodendrocytes	7.07217948697781	-7.04386618618517
1	1772060240_H04	1_oligodendrocytes	4.39802336270819	-4.17801656263633
1	1772062109_A03	1_oligodendrocytes	5.07971151201534	-6.68306449285742
1	1772062109_A05	1_oligodendrocytes	3.66775585296158	-5.21068861116006
1	1772062109_A07	1_oligodendrocytes	6.69991197472994	-6.48517586499106
1	1772062109_A09	1_oligodendrocytes	5.1571229701469	-7.28137601190555
1	1772062109_A12	1_oligodendrocytes	6.24371480222223	-6.86150984266822
1	1772062109_B01	1_oligodendrocytes	5.88376300031586	-1.10446247076077
1	1772062109_B05	1_oligodendrocytes	5.52985632106516	-6.81823269704001
1	1772062109_B08	1_oligodendrocytes	2.06886953567324	-3.64120298428262
1	1772062109_B11	1_oligodendrocytes	1.55677620970972	-2.88938466482527
1	1772062109_C03	1_oligodendrocytes	6.3051966869633	-6.70399547509648
1	1772062109_C06	1_oligodendrocytes	2.00045397276672	-3.45759937130894
1	1772062109_C07	1_oligodendrocytes	5.86564705441656	-1.10388068328211
1	1772062109_C11	1_oligodendrocytes	8.78195501614942	-5.36048276002789
1	1772062109_C12	1_oligodendrocytes	1.8787176521509	-3.29467429408426
1	1772062109_D04	1_oligodendrocytes	8.81424484405213	-5.4514777629018
1	1772062109_D10	1_oligodendrocytes	1.51507867671345	-2.83665869522993
1	1772062109_E07	1_oligodendrocytes	4.04608425585992	-4.45399807666665
1	1772062109_E08	1_oligodendrocytes	3.10347658386869	-6.70031144752549
1	1772062109_F01	1_oligodendrocytes	8.72471643392894	-8.09411635273419
1	1772062109_F04	1_oligodendrocytes	1.63278606304117	-2.9427154209425
1	1772062109_F06	1_oligodendrocytes	9.83448953469646	-8.15216033902822
1	1772062109_F08	1_oligodendrocytes	8.1419182177996	-6.45365873952329
1	1772062109_F12	1_oligodendrocytes	1.94641599061848	-3.38985771019677
1	1772062109_G03	1_oligodendrocytes	3.03522618307585	-6.24158965153119
1	1772062109_G05	1_oligodendrocytes	1.59177707646096	-2.84199686640296
1	1772062109_H02	1_oligodendrocytes	5.16089410507829	-7.75561565666041
1	1772062109_H04	1_oligodendrocytes	6.47347803260777	-6.63326007564511
1	1772062109_H10	1_oligodendrocytes	3.69620812498874	-7.2716047955678
1	1772062111_A07	1_oligodendrocytes	4.47080771742939	-4.45295037610894
1	1772062111_A10	1_oligodendrocytes	9.70766717595263	-8.16880032497025
1	1772062111_A12	1_oligodendrocytes	5.79085067363385	-1.22763247746098
1	1772062111_B02	1_oligodendrocytes	7.46347451545172	-6.03943115817792
1	1772062111_B04	1_oligodendrocytes	7.32037938393429	-5.63081633995877
1	1772062111_B05	1_oligodendrocytes	8.7060538071386	-5.56345120213428
1	1772062111_B07	1_oligodendrocytes	5.0543456517406	-7.55662457975499
1	1772062111_B10	1_oligodendrocytes	4.36499579046895	-7.386061748737
1	1772062111_B11	1_oligodendrocytes	6.39047873421066	-6.84960830200247
1	1772062111_C01	1_oligodendrocytes	4.19656360526068	-7.63737232585204
1	1772062111_C02	1_oligodendrocytes	6.16818298924389	-5.48349488800178
1	1772062111_C03	1_oligodendrocytes	9.23494500098973	-4.97216457539705
1	1772062111_C04	1_oligodendrocytes	4.5346052702496	-7.41444547019041
1	1772062111_C05	1_oligodendrocytes	1.58126965116066	-2.92479538113712
1	1772062111_C06	1_oligodendrocytes	4.36343509063688	-4.86982212989009
1	1772062111_C08	1_oligodendrocytes	3.50188371297901	-6.96324235223441
1	1772062111_C09	1_oligodendrocytes	6.87152899193385	-8.44878789597853
1	1772062111_D05	1_oligodendrocytes	6.71104208620834	-8.14156811635537
1	1772062111_D09	1_oligodendrocytes	5.34311419702183	-6.59749558691868
1	1772062111_D11	1_oligodendrocytes	6.71514523120882	-8.25648459415193
1	1772062111_E03	1_oligodendrocytes	9.13307759461068	-8.43663386788392
1	1772062111_E04	1_oligodendrocytes	7.33527122940472	-7.03660538391856
1	1772062111_E05	1_oligodendrocytes	6.200495102036	-8.19077331080996
1	1772062111_E06	1_oligodendrocytes	3.25982249008947	-6.98609273646149
1	1772062111_E08	1_oligodendrocytes	4.61700128793914	-5.92064346737728
1	1772062111_E11	1_oligodendrocytes	1.5536359111297	-2.82512804725106
1	1772062111_E12	1_oligodendrocytes	8.5551472088245	-7.99455546474085
1	1772062111_F05	1_oligodendrocytes	9.29511716788716	-8.02289989699211
1	1772062111_F06	1_oligodendrocytes	4.20221011756379	-7.1696278638924
1	1772062111_F07	1_oligodendrocytes	2.82262477039341	-5.88359593090364
1	1772062111_F10	1_oligodendrocytes	2.06658014496936	-3.63613832537101
1	1772062111_F11	1_oligodendrocytes	9.07883897909938	-8.12831757965069
1	1772062111_G01	1_oligodendrocytes	6.32539977722059	-7.74599167427916
1	1772062111_G02	1_oligodendrocytes	6.95266813864606	-8.23014570188388
1	1772062111_G04	1_oligodendrocytes	5.91106305464474	-5.34058818392726
1	1772062111_G11	1_oligodendrocytes	9.64035271095252	-8.18322820784778
1	1772062111_H02	1_oligodendrocytes	2.12448416657099	-3.57272336797837
1	1772062111_H04	1_oligodendrocytes	6.0765842044914	-8.26480493256092
1	1772062111_H05	1_oligodendrocytes	2.7297473575903	-5.71304163054835
1	1772062111_H07	1_oligodendrocytes	6.89360277397948	-7.57885175058897
1	1772062113_A01	1_oligodendrocytes	5.9375748883532	-0.985419670836439
1	1772062113_A02	1_oligodendrocytes	4.93942956455353	-5.1129762887933
1	1772062113_A05	1_oligodendrocytes	8.873523791433	-8.32293994617895
1	1772062113_A08	1_oligodendrocytes	7.81703031325477	-7.47576173708602
1	1772062113_A12	1_oligodendrocytes	7.52194451444837	-5.58749007093569
1	1772062113_B01	1_oligodendrocytes	7.28856750691071	-6.55207075269844
1	1772062113_B03	1_oligodendrocytes	7.53936796527217	-5.62625615570868
1	1772062113_B04	1_oligodendrocytes	5.070924698684	-5.36958702825783
1	1772062113_B06	1_oligodendrocytes	6.33379240702904	-7.54024274210144
1	1772062113_B09	1_oligodendrocytes	3.64227901159281	-7.11463229099007
1	1772062113_B11	1_oligodendrocytes	7.37733236821314	-8.28951568186602
1	1772062113_C02	1_oligodendrocytes	4.52256793721368	-4.75849507351159
1	1772062113_C03	1_oligodendrocytes	5.93613986119689	-1.19937475535531
1	1772062113_C06	1_oligodendrocytes	5.24064768504317	-8.22524707197605
1	1772062113_C09	1_oligodendrocytes	7.4442335986482	-8.83372249522652
1	1772062113_C11	1_oligodendrocytes	4.39743248951662	-4.15436837957528
1	1772062113_D01	1_oligodendrocytes	3.43219970857865	-6.6802666304057
1	1772062113_D04	1_oligodendrocytes	5.69797491237032	-8.53539856294159
1	1772062113_D08	1_oligodendrocytes	3.20823061334701	-6.92873134385264
1	1772062113_D09	1_oligodendrocytes	7.41737483709517	-6.6752120453654
1	1772062113_D10	1_oligodendrocytes	2.92778677325645	-6.24078050009956
1	1772062113_D12	1_oligodendrocytes	7.06438615778969	-6.30633845212786
1	1772062113_E02	1_oligodendrocytes	7.31124071347881	-5.68514763282801
1	1772062113_E07	1_oligodendrocytes	4.93685065667331	-6.88079869827579
1	1772062113_E10	1_oligodendrocytes	5.84447858885708	-6.23519878557735
1	1772062113_F02	1_oligodendrocytes	8.83742988294911	-5.25135496376792
1	1772062113_F03	1_oligodendrocytes	7.93606825057962	-5.51089913070042
1	1772062113_F07	1_oligodendrocytes	5.26416692016932	-5.52221294512529
1	1772062113_F12	1_oligodendrocytes	5.54837421577357	-8.4997658360629
1	1772062113_G01	1_oligodendrocytes	6.11987929458474	-7.01302560056682
1	1772062113_G05	1_oligodendrocytes	4.81602965335057	-8.09854138914115
1	1772062113_G06	1_oligodendrocytes	7.15826933852444	-5.83769186088692
1	1772062113_G09	1_oligodendrocytes	7.43655915511749	-6.93428374205077
1	1772062113_G11	1_oligodendrocytes	6.0140562820489	-1.31222282177887
1	1772062113_G12	1_oligodendrocytes	3.59620294591497	-7.17385281307689
1	1772062113_H02	1_oligodendrocytes	3.41129440475598	-6.19248614137576
1	1772062113_H11	1_oligodendrocytes	1.63072825327801	-2.95456920559954
1	1772062114_A01	1_oligodendrocytes	4.89495041764771	-7.66643324249101
1	1772062114_A03	1_oligodendrocytes	7.01078465788155	-7.307411074423
1	1772062114_A06	1_oligodendrocytes	6.72578979433918	-7.24594218003327
1	1772062114_A08	1_oligodendrocytes	7.51438529355813	-8.73089535502198
1	1772062114_A12	1_oligodendrocytes	3.11361205291668	-6.61131319807934
1	1772062114_B01	1_oligodendrocytes	3.08411166250052	-6.43875500387081
1	1772062114_B03	1_oligodendrocytes	6.8982421253189	-5.79708240256382
1	1772062114_B09	1_oligodendrocytes	6.59525123023965	-7.24001068108145
1	1772062114_B10	1_oligodendrocytes	3.46870375024264	-7.05591827154383
1	1772062114_B12	1_oligodendrocytes	7.42662868438607	-7.04571599981248
1	1772062114_C06	1_oligodendrocytes	7.69101425219382	-8.09470278486289
1	1772062114_C07	1_oligodendrocytes	7.16635421595226	-6.7198969060957
1	1772062114_D06	1_oligodendrocytes	6.96860382116532	-6.81133886972286
1	1772062114_D10	1_oligodendrocytes	4.80936519326466	-7.7255491684117
1	1772062114_E05	1_oligodendrocytes	6.88139103770966	-7.88138233898535
1	1772062114_E06	1_oligodendrocytes	7.18543180197753	-7.69394256594107
1	1772062114_E11	1_oligodendrocytes	7.50528401061412	-7.91167789354675
1	1772062114_F03	1_oligodendrocytes	6.91161273848264	-6.61823684015391
1	1772062114_F05	1_oligodendrocytes	7.69836760507368	-8.08176786609224
1	1772062114_F08	1_oligodendrocytes	6.74284042968955	-9.11348198644959
1	1772062114_G10	1_oligodendrocytes	3.10701414096005	-6.0316156032561
1	1772062114_H04	1_oligodendrocytes	7.34438773875	-7.06926683392143
1	1772062114_H05	1_oligodendrocytes	4.46994494852719	-4.10871916760866
1	1772062114_H10	1_oligodendrocytes	7.05864976973738	-8.32167596025285
1	1772062114_H12	1_oligodendrocytes	7.12993002595006	-7.19034913808962
1	1772062115_A02	1_oligodendrocytes	8.88214115623153	-5.50905932524002
1	1772062115_A04	1_oligodendrocytes	6.21796097524379	-5.27479765491585
1	1772062115_A06	1_oligodendrocytes	7.3611047715818	-7.7890182455546
1	1772062115_A09	1_oligodendrocytes	2.75203168298839	-5.86488197744217
1	1772062115_A10	1_oligodendrocytes	5.35855849113454	-7.39276340997784
1	1772062115_B03	1_oligodendrocytes	5.88432332299777	-8.86681258912193
1	1772062115_B06	1_oligodendrocytes	5.16125848434815	-8.1062321493406
1	1772062115_B08	1_oligodendrocytes	5.84665317438886	-7.64575254724293
1	1772062115_B10	1_oligodendrocytes	7.19092920488936	-8.01060545365749
1	1772062115_B11	1_oligodendrocytes	6.058802632104	-5.57552872818459
1	1772062115_C01	1_oligodendrocytes	2.73810229486736	-5.88404996254348
1	1772062115_C03	1_oligodendrocytes	2.96302785725908	-6.60786258134256
1	1772062115_C04	1_oligodendrocytes	8.98939325555179	-5.32305398385394
1	1772062115_C06	1_oligodendrocytes	7.67824437031746	-8.33656192259124
1	1772062115_C07	1_oligodendrocytes	5.28856144345361	-8.03642163095523
1	1772062115_C10	1_oligodendrocytes	6.35783610054561	-8.90118565219329
1	1772062115_D03	1_oligodendrocytes	8.49207978596199	-8.42836022627335
1	1772062115_D04	1_oligodendrocytes	7.33401591386042	-7.88958418052218
1	1772062115_D05	1_oligodendrocytes	7.4435873942155	-8.44389888885056
1	1772062115_D07	1_oligodendrocytes	2.78618245679488	-6.03533246047376
1	1772062115_E01	1_oligodendrocytes	6.8693240053986	-8.18847524550522
1	1772062115_E03	1_oligodendrocytes	4.87518921943544	-8.14567398822746
1	1772062115_E04	1_oligodendrocytes	6.09676440543387	-8.1729983543957
1	1772062115_E07	1_oligodendrocytes	5.63228553388024	-8.66908378701147
1	1772062115_E11	1_oligodendrocytes	4.54564942253283	-4.17370891362539
1	1772062115_F05	1_oligodendrocytes	9.1738220595031	-5.19577322426733
1	1772062115_F08	1_oligodendrocytes	2.76528534466567	-5.87876113198131
1	1772062115_G04	1_oligodendrocytes	6.41755363174351	-9.01128600949234
1	1772062115_G07	1_oligodendrocytes	3.21157224535259	-6.64651764780336
1	1772062115_G09	1_oligodendrocytes	2.85963268290138	-6.01221380564673
1	1772062115_G11	1_oligodendrocytes	8.97120990397555	-5.39950194370328
1	1772062115_G12	1_oligodendrocytes	5.71361012032929	-8.09643097633727
1	1772062115_H05	1_oligodendrocytes	5.59848616958544	-8.58923590532563
1	1772062115_H08	1_oligodendrocytes	3.84143065362365	-5.34375902824363
1	1772062116_A02	1_oligodendrocytes	6.06470590461159	-7.36690173443494
1	1772062116_A09	1_oligodendrocytes	1.49588963528112	-2.82567459051463
1	1772062116_A11	1_oligodendrocytes	9.724624973125	-8.19379961627477
